TrainingHours,FitnessScore,PerformanceRating,OpponentRank
4.34,63.16,5.23,19
6.66,72.09,5.285,59
2.17,78.93,2.429,90
8.65,64.78,6.421,41
3.4,74.22,2.439,85
3.76,61.15,2.179,86
6.23,72.3,7.203,11
6.41,84.72,4.651,71
5.85,66.56,4.408,70
3.78,62.78,4.792,25
8.27,78.79,4.83,96
2.63,67.12,4.245,33
3.03,99.23,3.418,95
5.79,76.92,6.789,16
3.47,85.25,5.293,36
8.45,61.85,7.152,17
3.64,79.57,5.284,45
9.11,64.94,7.218,26
8.07,73.21,7.333,23
8.47,67.48,4.25,100
9.77,85.4,7.645,45
6.16,78.21,5.592,47
3.97,76.17,4.298,56
5.79,88.61,7.472,11
4.87,75.16,5.817,30
4.58,85.3,6.377,25
6.3,93.01,4.082,98
5.38,76.4,6.259,21
4.5,77.6,6.491,2
5.51,84.55,4.691,67
7.1,89.37,7.946,5
7.91,76.28,6.773,45
2.79,68.63,2.99,66
5.39,83.67,3.892,95
5.72,80.72,5.193,64
3.63,83.57,5.394,23
5.76,81.99,4.538,78
6.3,77.07,6.369,18
7.04,77.65,5.314,75
6.15,82.02,5.476,58
4.24,60.5,3.727,60
10.0,88.3,9.067,15
7.66,79.5,4.865,85
7.11,66.54,4.607,69
8.01,76.85,5.799,67
6.49,88.19,5.239,82
8.57,77.9,8.322,8
6.11,67.68,5.536,38
6.0,62.26,5.97,26
7.27,99.65,5.595,96
9.15,57.61,5.552,64
9.02,78.37,5.371,77
7.19,69.13,4.87,64
7.03,85.42,5.0,74
7.39,62.84,7.399,1
7.97,91.08,6.873,42
8.6,73.75,7.972,11
5.53,72.8,4.649,69
8.64,71.87,8.251,1
6.69,69.07,4.534,65
7.3,71.31,4.484,83
8.76,82.18,6.823,50
7.49,57.78,4.221,69
7.83,67.51,4.646,76
5.22,89.95,4.085,92
9.0,74.1,6.355,60
7.39,69.28,6.236,37
6.25,62.25,6.183,23
8.2,63.3,7.744,5
10.0,84.82,6.109,87
3.66,66.77,2.405,88
4.39,83.05,3.805,81
10.0,65.19,8.259,4
6.85,73.74,7.116,17
6.38,74.31,6.159,30
5.77,67.46,4.695,54
8.42,75.77,4.78,89
10.0,53.84,4.92,81
4.67,74.11,3.341,78
5.81,79.45,6.34,23
5.3,66.65,5.879,24
7.47,77.13,7.727,17
8.44,76.53,6.141,59
9.24,76.94,7.24,52
7.53,61.55,5.536,46
10.0,75.95,6.162,81
4.85,57.78,2.847,78
4.33,68.71,3.982,59
8.94,74.96,5.527,79
6.25,77.08,6.426,19
3.25,62.91,3.154,69
5.37,72.16,6.342,17
6.51,82.95,4.079,97
4.71,65.2,5.906,6
3.97,53.46,4.455,25
5.58,80.3,5.665,47
3.87,65.58,5.378,17
7.27,68.61,6.031,33
2.11,76.31,5.345,11
6.18,75.77,6.295,33
7.04,85.22,7.012,28
5.82,72.58,5.714,41
8.19,75.68,6.119,59
3.26,58.07,4.705,5
4.6,81.28,3.96,85
5.34,68.09,5.427,30
7.43,100.0,7.473,46
6.44,72.86,3.572,90
10.0,79.24,7.209,56
4.39,81.38,7.097,3
3.21,74.11,2.383,85
9.58,79.37,8.903,12
3.14,97.55,6.352,7
7.37,67.46,6.679,26
4.04,52.57,3.66,44
1.86,61.97,2.486,56
5.25,84.97,5.064,55
7.8,70.21,7.347,13
3.56,98.32,4.729,78
7.15,82.27,7.144,25
7.53,68.47,4.563,81
3.46,67.21,5.06,16
5.54,70.54,3.02,92
9.15,54.36,6.098,41
7.3,77.78,5.145,82
5.48,81.94,6.998,4
6.83,65.33,6.249,40
4.63,59.48,3.953,51
8.23,65.89,5.097,81
8.23,84.97,6.769,55
6.24,83.03,6.55,33
6.46,77.15,6.232,39
4.0,91.42,6.214,24
3.3,58.11,1.899,83
5.25,72.92,4.381,63
5.83,80.6,5.098,60
8.13,82.9,4.624,98
7.84,83.04,4.914,94
6.37,82.24,5.808,52
8.38,88.19,7.367,49
4.11,82.61,3.347,95
8.15,63.46,5.146,66
4.42,70.45,4.814,41
8.48,58.05,7.148,15
5.97,84.96,5.629,57
2.0,86.95,4.476,49
7.46,62.8,4.784,59
7.62,71.2,4.976,74
5.09,57.45,6.003,6
5.26,73.79,3.204,97
5.68,66.73,4.13,64
2.15,63.32,4.462,23
1.27,74.75,3.614,42
8.6,93.82,6.424,69
4.35,82.95,5.217,40
9.71,72.48,7.364,31
8.74,74.51,7.734,14
9.13,93.78,6.645,70
4.7,87.59,3.488,97
2.78,71.89,3.737,45
3.83,80.01,3.013,96
5.11,65.01,5.664,12
1.25,75.25,3.642,39
5.05,82.64,6.388,22
5.6,85.2,4.526,78
3.41,68.6,4.924,35
3.92,85.02,3.515,88
5.56,76.48,3.04,99
6.71,72.11,4.469,79
4.22,94.09,6.603,13
6.58,71.4,6.137,40
6.27,63.92,5.625,21
6.09,68.28,4.699,58
4.7,82.26,4.482,67
3.33,65.13,2.619,72
9.39,83.29,8.849,14
7.26,66.47,5.304,63
8.01,74.25,7.65,10
5.83,97.1,4.314,97
5.67,66.17,3.765,72
6.98,54.8,4.789,56
2.33,88.67,6.116,4
3.77,61.0,3.312,55
4.4,66.88,6.367,9
5.09,82.29,5.221,61
4.24,81.89,4.745,65
6.67,51.26,3.836,61
6.16,71.57,5.291,56
8.79,83.52,5.574,87
10.0,95.29,7.031,77
3.47,62.61,1.742,93
6.29,85.68,5.627,53
6.29,68.38,5.303,44
5.97,85.42,5.578,56
3.83,64.6,2.166,94
4.17,72.7,4.894,39
6.48,78.87,6.708,23
4.11,84.54,5.912,21
6.32,80.7,4.751,77
5.51,70.71,3.226,95
6.28,69.98,6.74,13
4.09,92.79,5.15,59
6.31,77.77,6.531,26
4.24,70.25,2.926,88
6.32,80.38,4.239,89
8.68,81.23,6.493,47
6.52,61.47,6.999,4
6.64,79.86,4.366,85
7.63,59.94,4.724,71
3.19,68.55,3.117,70
9.44,65.14,5.487,70
3.89,73.71,4.783,43
7.76,70.63,6.128,39
7.49,73.0,6.711,31
4.2,56.05,2.777,73
8.02,74.24,8.304,2
7.0,63.99,4.192,85
9.78,97.84,9.68,7
6.39,71.0,7.239,1
5.78,72.42,6.495,7
4.97,81.95,6.722,9
2.51,88.22,2.835,89
5.36,63.22,4.531,48
5.45,80.73,5.293,55
6.52,84.66,4.948,77
3.15,76.85,2.551,95
5.52,76.65,4.522,60
7.15,69.88,4.912,70
7.35,71.78,4.631,78
2.28,73.92,3.532,58
7.41,70.74,5.968,49
5.51,83.88,6.336,30
5.63,66.28,6.038,22
1.27,83.55,4.763,4
8.99,88.28,5.783,93
6.35,78.7,5.257,66
2.94,57.11,4.339,30
6.75,81.12,6.696,24
6.69,68.56,4.029,80
8.45,69.72,6.943,25
5.38,78.62,4.879,65
6.02,86.05,4.779,76
4.71,58.39,5.469,16
7.2,75.58,5.805,55
4.43,94.92,6.6,27
4.21,64.01,2.236,93
5.86,73.0,3.411,93
3.55,68.84,3.244,68
9.2,82.03,6.898,60
9.85,62.5,6.211,58
5.09,59.3,2.809,96
3.23,83.32,3.974,57
6.67,77.39,5.999,48
5.04,63.14,4.898,41
8.35,74.32,5.673,68
4.43,62.18,4.636,34
7.09,84.22,6.823,34
6.23,77.78,7.618,2
4.65,67.85,2.788,92
6.48,69.2,7.121,1
7.76,70.41,4.657,87
6.17,64.25,5.524,37
6.19,88.4,5.124,83
4.25,86.63,4.688,59
8.29,70.99,4.813,91
8.09,71.85,6.469,43
5.18,63.77,4.35,59
5.75,73.39,4.075,76
8.83,79.89,6.112,65
3.73,86.81,6.658,13
7.21,66.04,7.516,1
4.88,58.15,4.361,45
9.56,64.93,5.266,74
6.13,80.56,6.975,14
8.52,74.56,6.648,40
4.48,84.92,6.366,22
3.5,75.42,4.537,46
5.53,91.16,4.645,84
6.53,59.14,5.167,47
4.98,50.1,3.619,59
7.52,88.53,5.258,92
5.58,67.04,6.333,12
1.84,76.38,3.419,57
7.11,76.34,4.822,80
4.23,78.27,4.315,65
5.28,70.26,6.236,18
9.11,65.48,5.628,68
9.55,64.68,5.471,70
4.85,81.04,4.687,58
7.16,82.71,6.165,51
4.9,72.5,4.325,62
5.43,69.03,4.459,62
4.79,80.69,5.635,35
2.55,60.18,2.475,76
6.19,94.5,7.26,27
6.58,79.52,5.159,56
4.66,73.41,5.486,29
8.18,83.3,6.894,43
5.13,81.31,6.641,17
4.73,77.35,5.446,37
7.05,56.1,5.455,40
2.91,79.11,2.881,91
7.81,89.56,6.603,57
5.2,69.45,7.249,6
7.98,84.59,4.907,100
8.58,83.49,6.519,59
7.28,77.94,5.814,59
4.38,76.7,4.389,71
3.5,80.6,4.473,43
3.13,79.16,3.186,84
8.21,93.91,6.507,74
5.73,84.67,6.888,15
4.8,82.07,6.426,15
5.74,85.57,4.172,87
8.16,82.08,8.577,10
7.56,54.19,4.477,68
6.88,73.83,6.22,33
7.28,68.8,4.277,76
6.36,78.28,7.508,9
6.6,69.43,6.335,27
6.44,80.91,5.582,62
6.0,70.79,6.809,11
7.51,91.98,5.273,96
6.72,91.5,7.407,15
4.24,60.53,3.304,71
7.06,78.23,4.467,90
6.49,70.38,6.963,8
7.22,77.52,5.354,69
5.79,80.87,4.837,66
7.62,62.21,7.451,2
5.88,65.26,3.737,74
7.45,66.51,7.062,17
5.09,69.49,3.836,77
5.23,69.78,6.648,9
7.2,82.97,4.797,80
5.34,77.22,4.065,71
10.0,66.29,5.497,76
7.13,71.8,7.861,4
6.05,51.3,5.087,31
7.64,95.2,5.25,96
5.04,75.18,3.202,100
7.85,84.93,8.294,3
7.79,82.93,6.896,41
8.51,74.64,7.948,7
5.12,51.18,3.005,66
3.55,69.42,3.299,75
4.78,78.54,4.981,50
5.44,75.61,4.897,60
9.33,85.4,6.676,71
10.0,74.98,6.997,47
6.69,93.42,6.093,57
6.02,64.4,3.956,84
5.3,80.18,6.505,22
7.65,64.71,6.508,22
10.0,84.14,5.822,89
9.57,67.47,7.712,18
8.28,57.43,4.721,74
8.25,60.14,5.252,62
7.66,70.28,7.604,12
5.91,90.59,6.976,29
4.53,82.41,6.722,3
5.96,79.47,5.755,53
6.84,74.35,6.755,26
3.09,63.74,2.819,81
5.69,65.67,3.342,84
4.35,69.48,3.889,52
8.03,68.58,4.137,100
4.9,68.43,2.641,99
6.66,65.49,4.02,84
4.6,75.06,3.635,78
9.2,67.49,7.068,41
2.6,86.32,5.801,13
6.95,86.22,6.748,40
3.45,81.01,3.015,92
4.98,79.86,5.156,51
6.41,59.48,3.233,96
6.51,97.91,8.584,2
6.46,72.18,6.004,36
6.3,82.94,7.363,14
4.72,83.33,6.109,26
5.67,64.59,4.084,66
6.06,68.72,6.783,11
6.39,78.98,5.333,73
5.87,59.54,4.719,50
7.46,74.11,4.063,100
6.19,51.05,3.464,71
6.4,75.1,6.12,35
5.23,88.75,4.36,81
3.9,74.98,3.036,90
6.31,60.37,5.737,29
8.41,69.47,7.009,38
6.89,81.15,6.5,33
4.37,76.67,3.706,75
7.63,79.52,4.292,98
5.33,73.28,6.214,6
7.43,67.34,6.651,18
5.26,76.25,5.806,31
6.71,75.68,4.621,79
4.96,85.27,3.703,94
5.01,70.3,3.799,77
2.87,75.49,5.565,5
7.02,73.55,4.298,84
6.74,97.74,7.295,40
6.85,67.47,5.781,47
6.55,71.15,5.159,63
4.48,65.43,3.101,82
7.93,88.04,6.727,43
7.99,88.78,9.018,2
4.42,72.83,3.388,76
7.06,86.86,7.715,20
7.75,78.28,7.218,24
5.06,82.02,4.399,73
5.41,65.05,5.106,35
7.07,76.61,5.693,55
2.98,93.72,4.569,52
3.82,89.77,3.116,95
4.02,83.05,4.943,45
2.41,84.51,3.942,47
8.17,99.33,5.542,93
2.02,82.86,3.644,51
6.69,68.38,5.999,29
7.62,87.13,5.678,68
5.41,74.26,5.403,50
4.66,79.89,6.118,14
6.47,76.18,6.519,28
6.0,67.91,4.851,58
8.01,78.09,7.02,33
0.74,84.67,2.804,72
4.16,82.39,4.754,51
7.12,79.8,8.039,1
6.1,72.99,4.614,68
7.5,58.41,6.029,29
6.52,74.53,6.309,35
5.73,80.54,6.749,18
5.4,53.41,4.372,44
10.0,74.33,6.625,55
9.07,74.05,7.151,36
6.99,65.85,6.599,19
6.16,82.6,6.128,49
7.08,84.44,7.286,21
7.65,93.14,6.964,53
6.84,74.72,4.535,80
4.5,87.92,4.285,70
9.57,66.81,5.292,90
6.49,71.29,7.383,1
10.0,81.79,5.997,82
6.37,68.44,7.329,1
5.51,73.38,6.332,27
8.77,83.4,7.908,19
6.6,74.94,3.9,99
6.27,65.8,3.219,90
3.6,69.1,3.622,52
7.32,72.27,4.396,79
5.01,80.88,4.376,70
5.1,71.75,4.423,63
5.02,50.51,2.01,95
6.88,82.86,3.99,98
2.93,81.45,3.178,81
5.58,64.34,4.105,67
7.96,63.67,4.408,84
3.51,88.51,6.961,2
6.35,72.59,5.952,37
4.74,82.54,5.326,53
5.19,68.06,3.373,73
9.31,81.55,5.371,87
2.7,65.77,1.901,97
7.53,79.22,6.246,39
5.04,78.57,6.056,31
4.94,54.35,5.478,19
3.78,76.24,4.697,42
7.51,67.81,5.784,51
5.62,85.93,4.969,68
5.36,77.35,5.899,34
6.22,72.53,4.861,54
5.66,90.19,5.748,58
2.0,55.97,4.056,15
5.02,94.27,6.366,29
7.79,93.75,6.334,57
2.99,71.1,5.576,6
3.82,83.88,4.886,46
5.15,79.85,4.329,71
4.55,50.15,4.471,27
5.94,73.88,3.527,89
3.81,62.35,6.138,1
5.22,61.44,3.482,73
5.9,72.14,6.521,22
7.3,72.48,6.741,22
8.49,87.16,7.47,53
5.48,67.48,4.361,66
9.78,71.05,6.423,70
5.63,88.67,4.393,93
7.66,73.16,5.54,65
9.86,69.87,6.714,55
6.28,83.57,4.598,81
3.25,80.31,2.674,96
6.18,76.0,5.585,44
4.78,84.24,5.888,37
5.45,62.52,4.813,38
9.97,69.18,6.231,68
3.55,94.98,6.816,5
6.6,44.66,5.634,23
4.24,68.27,3.659,60
5.38,63.17,4.584,42
7.49,75.71,4.903,81
6.64,81.05,3.772,98
5.55,86.07,6.716,24
4.7,70.9,5.135,42
6.63,65.77,5.339,48
9.42,60.49,4.134,98
4.2,75.48,2.531,99
9.82,96.27,9.869,6
8.4,69.12,5.56,67
8.74,74.28,7.791,16
6.62,76.36,6.701,29
8.34,70.77,4.993,74
3.98,89.23,5.006,58
4.66,87.09,3.8,93
7.53,83.18,4.426,95
6.59,84.61,7.941,3
5.7,68.15,5.953,22
0.99,63.52,2.354,65
5.13,68.23,5.854,31
3.65,77.8,5.89,5
6.99,71.75,4.103,91
5.62,80.69,5.881,38
4.74,76.08,5.868,20
10.0,61.61,5.745,65
8.08,87.41,5.315,87
8.11,69.89,5.371,64
10.0,82.86,6.989,68
7.6,66.52,6.664,30
4.46,66.19,3.552,68
4.22,65.71,5.92,7
7.93,60.68,5.081,61
1.88,60.92,1.24,92
5.84,78.81,5.263,52
1.66,65.72,3.505,31
6.2,78.46,7.029,17
7.71,76.02,4.773,78
6.56,83.8,7.234,19
7.88,64.82,7.324,7
9.93,85.61,8.943,23
5.71,65.94,4.367,66
10.0,47.58,5.644,54
6.43,76.9,4.657,76
7.9,66.25,5.753,43
4.78,90.0,6.918,11
9.24,78.01,7.595,29
8.08,74.15,7.074,35
8.94,77.02,6.133,61
6.11,70.03,6.009,28
3.49,91.84,4.887,58
6.92,69.52,3.636,96
2.61,79.63,5.827,7
5.33,66.81,6.216,17
6.38,75.02,4.872,66
10.0,62.63,7.552,22
6.64,77.29,6.786,28
6.28,75.65,5.268,57
5.87,80.49,7.414,2
3.32,79.68,2.798,92
6.17,75.29,4.097,84
6.21,95.39,5.418,61
4.06,74.82,3.379,75
3.63,75.39,4.629,45
5.04,74.15,5.716,21
6.13,77.03,4.246,82
5.08,72.14,4.912,56
3.9,71.32,3.94,60
6.58,82.52,4.0,95
7.08,74.52,5.207,67
6.24,85.54,6.052,36
4.87,56.06,4.4,41
7.19,90.23,8.163,19
5.62,83.95,5.804,48
3.62,74.49,5.988,7
8.07,74.22,4.55,94
6.71,81.41,5.265,75
5.76,64.74,6.134,11
2.86,75.38,2.782,81
4.51,76.55,4.52,61
10.0,54.56,3.955,96
2.98,78.48,6.168,4
5.5,61.48,4.287,56
5.97,85.83,7.555,6
6.64,88.38,5.741,62
3.01,90.11,5.881,30
6.35,71.78,4.991,59
2.63,71.64,4.271,43
6.19,55.24,4.052,61
4.7,81.8,4.577,56
4.27,59.91,3.861,58
7.67,60.51,5.148,59
5.53,71.96,3.821,77
6.95,63.94,4.427,65
7.01,65.38,5.468,60
8.54,75.47,6.355,53
3.58,83.81,6.341,11
7.84,80.39,5.087,80
6.03,76.89,5.548,49
5.24,86.47,6.188,42
3.7,76.28,2.856,89
7.21,69.73,5.179,62
4.16,67.3,3.977,66
7.04,80.52,4.043,91
9.86,63.99,7.578,20
7.96,78.49,4.637,94
8.78,70.72,7.62,17
4.56,66.62,2.945,89
7.53,66.45,5.91,44
3.71,84.65,6.022,16
5.53,66.42,4.681,58
9.48,72.21,7.777,21
4.78,70.31,4.669,53
8.22,85.59,5.45,82
8.03,90.38,8.533,10
8.15,84.09,8.769,6
3.47,71.24,5.318,17
7.05,78.42,7.702,12
5.69,65.9,4.96,42
8.18,77.1,5.918,60
2.69,57.43,3.793,33
6.74,77.35,6.319,36
6.45,74.45,4.02,94
2.02,79.41,5.029,23
4.23,74.88,6.782,3
2.34,83.35,3.342,73
4.55,67.37,4.181,67
7.1,82.56,5.958,62
6.39,79.72,5.948,46
6.34,85.89,7.906,9
3.92,86.57,3.746,83
8.24,65.48,7.142,22
5.96,80.17,4.482,78
6.07,63.34,4.868,50
7.88,86.6,4.812,95
4.02,66.47,2.138,98
6.46,71.2,5.066,54
6.85,77.18,5.729,53
4.91,82.38,3.545,87
7.3,78.71,6.79,33
6.95,82.66,6.44,41
5.8,75.12,3.379,92
5.74,77.44,6.691,21
7.05,57.33,6.055,26
7.58,85.26,8.044,10
6.13,72.09,4.597,64
8.24,70.7,7.223,23
7.32,94.37,6.222,67
2.42,47.91,4.219,10
3.19,75.95,6.178,1
8.36,52.6,6.599,28
5.51,78.4,3.942,77
6.33,68.01,5.101,39
8.28,45.66,3.85,78
5.99,85.89,5.126,58
6.07,62.1,5.209,38
4.26,84.49,4.343,65
6.74,65.25,7.745,2
7.17,70.36,4.917,70
4.84,52.16,4.634,18
4.16,79.25,4.464,52
10.0,69.26,6.945,54
5.81,71.33,6.59,18
4.63,74.05,5.867,22
7.41,58.52,5.358,47
5.9,81.91,4.784,76
3.83,69.36,3.558,75
6.97,97.95,5.421,73
4.29,70.2,5.113,28
9.15,71.1,6.752,42
6.99,61.43,5.569,39
5.45,58.86,5.832,19
6.22,83.78,6.74,20
7.81,85.61,5.574,68
6.37,69.35,6.011,27
10.0,76.21,6.544,65
8.27,87.42,5.428,91
6.98,77.89,6.102,46
4.13,79.85,4.512,64
5.71,75.87,5.299,64
6.96,68.47,5.296,57
4.35,78.85,5.058,50
8.59,93.65,5.792,92
4.05,69.8,2.351,99
4.73,83.67,7.057,1
4.88,76.81,6.933,3
7.49,69.1,7.573,4
4.39,83.95,5.942,27
2.4,82.79,4.527,37
8.18,80.8,8.029,23
5.11,92.49,6.707,27
3.86,93.36,3.672,89
4.49,75.54,3.702,82
9.43,73.94,8.908,2
4.69,60.73,5.66,10
5.75,90.33,5.904,44
5.11,74.27,2.982,98
3.53,68.91,2.175,90
4.51,65.67,5.48,27
3.4,65.59,1.555,96
7.91,92.59,7.489,37
6.2,83.98,4.81,75
10.0,60.12,6.462,49
4.58,60.52,5.15,29
4.28,76.22,3.698,77
9.07,64.84,7.567,8
8.12,72.48,4.999,88
6.77,90.53,5.786,60
3.77,85.69,2.881,93
9.49,57.89,5.61,65
5.86,64.89,3.319,77
5.14,77.46,5.214,54
8.29,86.3,7.463,25
5.96,66.78,6.628,7
3.67,78.69,5.51,22
6.08,70.45,3.579,97
4.44,92.52,7.017,15
0.0,81.22,4.63,3
4.24,73.07,4.612,55
4.94,60.05,5.635,8
3.69,64.39,3.941,48
7.15,49.75,4.217,65
4.45,77.72,3.946,76
6.96,81.66,4.562,95
3.53,82.16,2.947,92
7.82,68.86,4.274,83
3.45,87.8,3.437,82
1.32,90.84,3.671,52
8.47,68.35,5.114,77
4.29,86.82,3.155,99
9.51,76.4,7.778,38
7.13,69.73,6.958,22
7.58,87.31,6.727,57
8.09,62.93,7.376,13
6.23,60.15,5.414,36
6.25,71.04,5.193,54
8.56,72.71,6.395,47
6.22,58.57,4.754,47
4.54,79.91,4.096,70
7.17,67.19,5.039,72
1.77,61.91,1.296,88
8.64,81.5,5.789,80
8.68,70.71,4.785,83
8.4,85.58,7.318,38
8.32,79.59,6.655,48
5.83,73.02,4.615,67
5.79,85.98,6.987,22
3.54,79.2,2.417,100
9.5,74.8,8.166,22
5.03,80.12,4.519,62
6.68,80.44,4.32,87
6.51,64.06,6.926,1
3.32,98.58,3.76,86
2.51,75.68,3.253,63
6.01,75.88,3.986,80
5.09,57.43,4.67,42
5.82,76.29,4.475,67
8.13,76.72,8.456,2
6.45,63.5,4.822,61
7.52,64.6,4.825,61
6.89,66.01,7.064,10
5.37,72.05,5.521,36
4.0,77.13,4.098,57
6.53,72.77,6.781,16
6.17,78.03,7.165,13
7.83,81.75,7.366,34
5.7,80.43,6.38,22
5.41,78.64,6.686,19
5.54,77.86,6.486,18
4.16,77.89,4.358,48
8.89,73.53,8.704,10
8.28,68.4,5.247,83
3.57,74.07,5.076,27
7.61,81.53,7.842,14
2.31,81.47,5.901,12
7.97,80.08,5.267,76
4.61,70.25,3.329,86
6.72,72.84,7.488,9
2.14,72.87,4.541,35
3.6,68.93,5.497,14
6.94,83.94,6.745,24
4.6,56.59,3.688,67
4.32,95.22,3.465,100
8.79,95.74,5.6,90
10.0,75.5,7.092,46
7.87,79.05,6.662,26
3.82,83.49,4.987,46
9.53,67.42,4.563,99
2.88,80.68,3.401,71
5.39,88.19,6.595,29
6.11,56.97,6.183,5
9.85,60.59,7.221,30
7.83,82.5,7.875,12
5.07,72.3,3.68,89
4.11,71.13,3.802,61
8.0,71.73,6.896,14
4.93,63.73,5.647,31
6.43,70.9,5.989,43
3.26,61.8,2.789,76
7.14,88.09,6.16,62
6.98,76.33,5.859,52
3.52,76.07,3.454,67
8.06,81.67,5.174,89
7.11,100.0,6.784,45
7.48,64.48,6.462,23
5.24,56.58,2.203,94
6.36,74.69,6.858,5
6.13,56.73,4.212,58
5.7,71.61,2.995,97
6.34,83.74,6.535,40
8.51,90.28,8.725,12
8.15,59.34,3.749,94
3.64,65.57,5.098,17
7.97,78.63,8.139,15
8.38,82.54,6.757,43
5.7,83.11,4.595,67
7.02,89.75,5.584,75
6.99,82.29,7.569,14
4.3,73.8,4.344,59
5.24,85.62,3.99,81
7.5,75.7,4.149,96
5.01,77.75,5.355,35
7.95,70.06,7.065,30
8.61,76.57,5.627,69
8.29,58.7,7.054,13
9.96,85.35,5.793,98
5.82,64.91,6.135,21
6.35,66.12,3.292,90
6.64,51.73,5.45,38
5.88,66.77,4.718,56
7.08,65.42,4.711,70
2.58,77.17,3.051,68
6.41,62.05,3.817,82
3.25,70.56,2.122,95
4.07,68.2,5.297,24
7.47,57.4,4.051,73
5.6,77.38,5.894,27
7.4,72.81,7.251,8
5.56,75.4,3.731,90
8.21,83.3,5.728,77
5.52,75.08,5.043,64
2.09,71.67,3.507,57
6.45,84.23,7.599,5
1.66,71.74,4.752,19
3.09,69.95,3.865,52
4.23,81.7,3.371,78
3.98,67.2,4.406,45
4.91,86.67,5.929,37
3.92,76.6,2.723,96
3.19,90.69,6.223,15
9.08,74.4,6.412,58
4.64,84.48,5.911,27
1.54,58.61,1.715,81
5.28,87.82,3.37,98
3.75,81.89,3.019,91
4.23,68.55,2.908,91
7.42,83.65,8.168,8
5.1,62.33,4.57,48
3.69,70.03,4.864,26
6.89,66.49,4.29,78
8.3,84.2,8.544,9
7.07,87.48,5.339,76
1.09,70.51,4.304,15
3.77,62.29,1.988,98
6.09,65.23,3.452,86
5.51,75.92,6.831,12
5.35,75.29,3.482,89
4.03,71.6,5.137,33
3.19,66.7,5.468,4
10.0,91.28,9.587,5
6.05,68.8,6.387,16
7.28,66.67,5.403,53
6.01,86.47,6.135,45
6.09,72.18,4.848,68
5.88,80.12,6.848,19
3.76,66.25,5.606,13
2.97,80.06,6.002,3
6.77,82.35,7.629,5
6.38,63.84,6.079,15
7.88,69.66,4.513,91
7.47,65.95,6.418,33
4.38,69.72,2.892,84
8.27,91.01,7.269,41
7.53,77.57,7.233,34
7.38,94.48,8.476,17
10.0,89.83,8.159,41
10.0,86.31,7.125,58
7.38,89.54,8.141,7
7.13,86.6,6.675,44
8.16,92.05,7.583,37
4.83,80.45,5.642,44
4.86,81.86,5.796,37
7.35,81.58,8.172,15
4.29,70.61,2.145,98
7.19,83.46,8.079,3
6.31,87.58,5.747,66
4.29,69.0,2.294,98
6.05,66.43,4.925,60
8.61,69.49,4.71,99
6.16,88.57,5.574,63
6.17,72.63,4.324,84
6.66,63.96,6.654,17
6.92,64.61,3.205,95
5.34,65.96,3.565,81
6.7,67.87,4.496,74
3.9,61.01,1.915,87
4.4,81.06,5.713,30
4.66,73.11,5.17,37
6.94,80.34,6.508,44
6.32,52.03,3.876,66
5.73,85.72,6.196,41
7.38,74.18,5.277,60
6.76,80.0,4.951,70
5.42,90.21,7.322,13
3.93,78.68,4.447,56
4.36,96.12,6.525,24
3.07,56.2,5.098,3
6.28,71.82,5.06,64
4.28,56.97,4.451,29
5.01,78.14,6.324,16
5.74,75.77,4.195,88
8.09,64.08,7.563,4
7.86,96.74,6.281,71
5.89,71.41,4.918,54
8.53,52.94,6.957,20
1.98,81.8,2.939,79
9.75,81.96,6.912,73
7.38,70.21,5.438,57
6.21,82.88,4.021,99
4.22,65.5,3.583,67
5.12,70.83,4.832,56
7.22,78.94,4.229,89
7.26,84.24,5.531,64
7.34,72.76,4.827,67
4.54,70.18,5.987,15
4.14,74.59,3.56,75
6.39,54.54,3.1,88
7.54,72.2,5.198,70
6.01,55.19,5.724,21
8.96,66.58,5.265,78
6.07,60.78,5.835,27
6.0,80.28,4.542,77
7.34,67.69,4.057,87
8.44,87.38,6.335,66
3.3,56.53,1.718,95
3.76,72.56,3.341,77
5.37,75.85,6.328,16
10.0,79.9,9.174,1
5.48,96.54,5.35,66
5.76,55.33,2.668,96
7.24,67.42,4.849,66
7.95,94.97,9.042,4
6.34,65.79,4.384,66
8.33,79.42,8.086,4
3.61,65.6,3.21,77
4.47,61.06,4.172,45
8.32,66.84,8.065,1
6.02,94.78,5.885,57
3.48,63.33,3.033,67
3.35,72.02,5.464,15
4.38,72.45,4.057,67
6.0,84.16,3.656,97
6.93,86.29,8.179,14
5.34,76.08,6.704,10
6.77,43.1,3.045,87
5.13,66.11,4.769,43
8.45,63.02,7.705,8
10.0,86.59,9.5,1
5.21,65.79,4.848,45
6.96,91.83,5.118,92
6.8,79.08,4.555,75
6.28,86.35,5.044,73
7.31,97.56,7.009,43
6.96,65.56,7.145,11
5.06,58.8,4.59,41
8.63,76.87,6.35,65
6.4,84.54,6.85,40
5.23,68.35,4.389,52
10.0,75.36,6.141,67
5.77,87.17,4.096,87
6.51,86.18,4.847,83
6.35,69.18,5.644,45
5.74,77.71,6.295,9
6.9,65.64,4.765,70
4.31,60.5,3.197,80
7.19,88.58,6.771,45
2.48,53.67,1.182,83
3.4,76.91,5.686,19
9.65,71.3,8.552,3
3.49,80.49,4.596,44
2.08,68.15,4.935,13
3.54,86.42,5.998,26
9.48,72.78,7.804,20
2.42,89.51,3.978,64
4.09,77.19,6.106,23
3.08,64.5,2.4,83
